Questions,Answers
A 52-year-old man with HbSS disease has an upcoming prostatectomy for adenocarcinoma of the prostate. What is the most appropriate inter vention to prevent postoperative complications in this patient? A. Simple transfusion to a hemoglobin of 12 g/ dL B. Simple transfusion to a hemoglobin of 10 g/ dL C. Automated exchange transfusion to a target HbS of,B 
 Question 8.   What is an evidence-based inter- vention that reduces the risk of complications  in this patient?   A.  Incentive spirometry    B.  Prophylaxis-dose heparin or low molecular  weight heparin     C.  Transfusion for a hemoglobin level lower  than the baseline for the patient    D.  Supplemental oxygen by nasal cannula  throughout the hospital stay  ,B 
 Question 9.   What screening intervention is  appropriate in this patient?   A.  Yearly transcranial Doppler to determine his  risk of stroke    B.  Yearly transthoracic echocardiogram to  screen for pulmonary hypertension  E.M. Novelli  69   C.  Yearly ophthalmological evaluation to screen  for retinopathy   D.  Yearly hip X-ray to screen for avascular  necrosis    ,C 
 Question 10.   What is an appropriate measure  to prevent complications of transfusional  hemosiderosis in SCD patients?   A.  Use of exchange transfusion instead of sim- ple transfusion     B.  Discontinuation of iron chelation when the  serum ferritin is consistently below 1000 ng/mL    C.  Liver biopsy for quantiﬁ cation of liver iron in  all patients with SCA    D.  Yearly electrocardiogram for screening of  cardiac hemosiderosis in all patients with  SCD ,B 
 Question 11.   Should hydroxyurea be pre- scribed to this and all patients with HbSS dis- ease regardless of the severity of their  phenotype?   A.  Yes    B.  No ,A 
"and Outcomes of Allo-HCT  in Patients with SCD   A 14-year-old female with SCD (type Hb SS)  presents for a consult evaluation for allo- HCT.  Her clinical course has been complicated by ane- mia with baseline hemoglobin of 6.4 g/dL, fre- quent veno-occlusive crises (VOC) (ﬁ ve per year  requiring hospitalization), and two lifetime epi- sodes of acute chest syndrome despite being on  hydroxyurea therapy. Last month, the patient  developed acute left-sided paresis with an MRI  showing a cerebral infarct, and she was treated  with an exchange transfusion with resolution of  her symptoms.   Question 1.   What are the indications for   allo- HCT in this patient?   A.  Severe anemia, deﬁ ned as a baseline hemo- globin <7.0 g/dL     B.  Frequent VOC (≥3 per year) requiring medi- cal attention despite hydroxyurea therapy    C.  Prior history of two episodes of acute chest  syndrome despite hydroxyurea therapy   S.L.  Saraf ,  MD  ",E 
 Question 2.   Which of the following therapies  is not a preferred approach?   A.  Filgrastim 5 mcg/kg/day until neutrophil  engraftment (ANC >1000/mm 3 for three con- secutive days)    B.  Platelet transfusions to maintain platelet  count >50 × 10 9 cells/L    C.  Red blood cell transfusions to maintain  hemoglobin concentrations at approximately  10 g/dL   D.  Oral penicillin 250 mg bid until pneumococ- cal vaccinations are completed  ,A 
 Question 3.   Which of the following is true  about long-term effects of allo-HCT on the  CNS and risk of stroke recurrence?   Answer   Cerebral  arterial velocity   Cognitive  function   Risk of  stroke  recurrence  vs. chronic  transfusion   A. ,E 
"Strategies and Conditioning  Regimens for Allo-HCT in Patients  with SCD   A 37-year-old male with SCD (type Hb SC) pres- ents for a consult evaluation for allo-HCT. His  SCD has been complicated by frequent VOC (12  per year requiring hospitalization), an episode of  acute chest syndrome, macroalbuminuria, and  avascular necrosis of multiple joints.   Question 4.   Which of the conditioning regi- men would you recommend?   A.  Matched-related donor using alemtuzumab-  TBI 300 cGy plus sirolimus after allo-HCT     B.  Matched-related  donor  using  busulfan-  cyclophosphamide with antithymocyte anti- globulin (ATG)    C.  Matched-related donor using ﬂ udarabine-  melphalan with ATG   D.  ≥5/6 HLA-matched unrelated cord blood cell  donor using ﬂ udarabine-melphalan with  alemtuzumab    ",A 
" Question 1.   In most cases of AI, what is the  primary  pathogenetic mechanism?   A.   Gastrointestinal blood loss    B.   Increased production of hepcidin    C.   Overexpression of the cytokine interleukin  (IL)-10   D.   Defective production of hemojuvelin ",B 
" Question 2.   A 48-year-old man with a history  of rheumatoid arthritis presents with mild  anemia. He has no history of bleeding. White  blood cell count and platelet count are normal.  Hemoglobin is 10.8 g/dL, hematocrit is 32.5,  mean corpuscular volume is 79 fL, serum iron  is 28 μg/dL (normal 65–150 μg/dL), and serum  total iron-binding capacity is 293 μg/dL (nor- mal 250–450 μg/dL). Renal function tests and  serum bilirubin are normal. What test would  you order next to evaluate for AI?   A.   Hemoglobin electrophoresis    B.   Colonoscopy    C.   Serum ferritin   D.   Serum erythropoietin ",C 
" Question 3.   In the patient presented above,  which of the following results is consistent  with a diagnosis of AI?   A.   Serum ferritin 205 μg/L    B.   Reticulocyte production index 3.5    C.   Serum soluble transferrin receptor 5.3 mg/L  (normal 1.8–4.6 mg/L)    D.   Elevated free erythrocyte protoporphyrin ",A 
" Question 4.   In the patient described above,  serum ferritin is 205 μg/L, free erythrocyte proto- porphyrin is elevated, serum transferrin receptor  concentrations are normal, and reticulocyte pro- duction index is 1.8.   The most appropriate management is:   A.   Recombinant human erythropoietin    B.   Intravenous iron supplementation    C.   Oral iron supplementation   D.   Treatment of rheumatoid arthritis ",D 
" Question 5.   A 63-year-old female with renal  failure who is not on hemodialysis is found to  have hemoglobin of 8.2 g/dL and is evaluated for  causes of anemia. Studies of iron, B12/folate, and  hemolysis are normal. It is decided that the  patient has anemia due to his renal failure and is  started on recombinant erythropoietin. The  patient has a good response, with improvement in  hemoglobin to 10.2 g/dL. Several months later,  the patient’s hemoglobin declines to 9.2 g/dL and  remains at that level. Serum iron concentration is  45 μg/mL with transferrin/TIBC saturation of  23 %. Serum ferritin concentration is 300 μg/L.   Most likely the etiology of anemia is:   A.   Iron deﬁ ciency    B.   Red cell aplasia induced by antibodies  against recombinant erythropoietin    C.   Concurrent inﬂ ammation   D.   Aluminum toxicity ",C 
" Question 6.   An otherwise healthy 73-year-old  man routinely has normal blood counts. He  develops inﬂ uenza complicated by bacterial  pneumonia and is admitted to the intensive care  unit to be observed for possible intubation. After  1 week of hospitalization, hemoglobin is found to  be 10.2 g/dL. White blood count is 12,500/μL   with 82 % neutrophils. Platelets are 538,000/μL.   Serum ferritin is 560 μg/L, and serum iron is  32 μg/dL. Bilirubin and lactate dehydrogenase  concentrations are normal.   Most likely the etiology of anemia is:   A.   Myelodysplastic syndrome    B.   Iatrogenic iron deﬁ ciency    C.   Infection-induced hemolysis   D.   Anemia of inﬂ ammation   101 Anemia of Inﬂ ammation",D 
"of Hereditary Hemochromatosis   A 45-year-old man presents with chronic fatigue  and painful handshake. He is diffusely hyperpig- mented and presents moderate and ﬁ rm hepato- megaly, without clinical signs of liver dysfunction.  Blood tests show ferritin 2350 μg/L ( N <300 μg/L),  transferrin saturation 100 % (N<45 %), ALT  70 IU/L ( N <45 IU/L), AST 60 IU/L ( N <40 IU/L),  prothrombin test 100 % ( N : 100 %), and HFE test  homozygosity for the  C282Y mutation (now  named  p.Cys282Tyr ). The diagnosis of type 1  HFE-related hemochromatosis is made.   Question 1.   Considering this overall proﬁ le,  how would you categorize the disease stage?   A.  Grade 0    B.  Grade 1    C.  Grade 2   D.  Grade 3    E.  Grade 4 ",E
" Question 2.   What are, among the following  investigations, those that should be performed  in this patient?   A.  Glycemia and testosteronemia    B.  Serum hepcidin level    C.  Liver biopsy   D.  Hand x-rays    E.  Hepatic iron MRI ","A, C, D"
 Question 3.   The patient had no diabetes and no  hypotestosteronemia but had massive hepatocyte  iron deposition with cirrhosis.   Indicate the appropriate therapeutic mea- sures to be engaged:   A.  Iron-poor diet    B.  Venesections every week    C.  Venesections every month   D.  Iron chelation    E.  Liver ultrasound and serum AFP (alpha-  fetoprotein) every year ,"B, E"
" Question 4.   The patient (= the proband) has  two sisters, aged 42 and 40, and two children,  aged 10 and 20. You start a family study.  Among the following proposals, indicate the  correct one:   A.  To check only iron blood parameters (trans- ferrin saturation and ferritin) in all relatives    B.  To check only the  C282Y mutation in all  relatives    C.  To check the  C282Y mutation and iron blood  parameters in all relatives   D.  To check the  C282Y mutation in both sisters  and in the 20 years old child, without control- ling iron blood parameters     E.  To check the  C282 mutation in both sisters  and in the 20 years old child, together with  control of iron blood parameters  ",E
"Hemochromatosis   A 23-year-old sporty woman, whose past history  was represented by secondary amenorrhea since  the age of 16, experienced increasing dyspnea  with palpitations, painful hepatomegaly, and leg  edema. Clinical examination, joined to electrocar- diogram and echocardiography, rapidly con- cluded to global cardiac failure due to severe  dilated myocardiopathy with an ejection fraction  of 15 %. She was hyperpigmented, with plasma  transferrin saturation of 100 % and serum ferritin  of 7000 μg/L ( N <200 μg/L). The diagnosis of  juvenile hemochromatosis was therefore highly  suspected.   Question 5.   Among the following items, indi- cate those who are highly suggestive of  juve- nile  hemochromatosis:   A.  Age    B.  Endocrine background    C.  Cardiac picture   D.  The level of transferrin saturation    E.  The level of serum ferritin ","A, B, C, E"
" Question 6.   Among the following investiga- tions, indicate those that,  today ,  would be   preferred to conﬁ rm the diagnosis:   A.  Cardiac biopsy    B.  Liver biopsy    C.  Liver MRI   D.  Cardiac MRI    E.  Genetic testing ","C, D, E"
 Question 7.   Indicate the appropriate thera- peutic management:   A.  Symptomatic treatment of cardiac failure    B.  No venesections    C.  Weekly venesections alone   D.  Weekly venesections + iron chelator    E.  Vitamin C to be avoided ,"A, D, E"
