Questions,Answers
"A 30 year old lady presented with pulmonary thromboembolism and 
is found to have APLA. She was given fondaparinux and warfarin and 
then maintained on warfarin.  The appropriate target INR is:
a. 2.0
b. 2.5
c. 3.0
d. 3.5","Ans. b. 2.5 
Ref: Hoffman 5/e p1988
Treatment indications in APLA
• Presence of LA, increased levels of ACLA or anti-B2 GPI antibodies 
are found in a patient with underlying autoimmune disease, treatment 
of underlying disease with immunosuppressive therapy is indicated.
25
Thrombosis 
• When LA is found in association with severe prothrombin deficiency or 
thrombocytopenia (< 20,000) treatment with steroids is indicated and 
if actively bleeding with severe hypoprothrombinemia.  IVIg should be 
added and if patient is actively bleeding with severe thrombocytopenia 
anti-D or IVIg can be given
• When LA, ACLA or anti-B2 GPI are found without any evidence 
of thrombosis or fetal loss treatment is not indicated.  However 
prophylactic low dose aspirin and or hydrochloroquine plus aggressive 
treatment of comorbid conditions such as smoking, DM, HTN, 
dyslipidemia.
• For recurrent pregnancy losses prophylactic aspirin 75-81mg/day plus 
LMWH (once a day) or UFH (5000 units BD).  If fetal loss recurs on this 
regimen then therapeutic LMWH (BD dose) or UFH 5000 units s/c TID) 
should be given.  Oral anticoagulants can be resumed in post-partum 
period for 4-6 weeks
• For catastrophic APS UFH should be given at 80 units/kg IV bolus and 
then at 18 units kg/hr and continuous infusion or therapeutic dose of 
LMWH.  Simultaneously pulse Inj. Methylprednisolone 2g IV OD for 
3 days.  If patient stabilizes in 24 hours rituximab (375 mg/m2) should 
then be administered. IVIg and plasmapheresis should be used as 
second line therapy."
"A 30 year old lady underwent prosthetic valve replacement surgery 
done for rheumatic heart disease and she is started on UFH by 
continuous infusion plus warfarin.  Six days after she developed DVT 
of right lower limb. Her CBC was normal preoperatively and now she 
has dropped her platelet count to 50,000/mm","Ans. b. Fondaparinux 
Ref: Hoffman 5/e p2073-2074
The clinical profile of patient suggest HIT-heparin induced thrombo-
cytopenia, features of HIT are:
Features
Details
Thrombocytopenia
Platelet count of 1,00,000/mm3 or less or a 50% or 
more decrease
Timing
5–10 days after starting heparin
Type of Heparin
More common with UFH than LMWH
Type of patient
More common in surgical than medical patients 
and more common in women than in men
Thrombosis
Venous thrombosis more common than arterial
Because it is HIT so options a and d are excluded.  Once HIT has developed 
so any type of heparin is contraindicated. Alternative anticoagulation 
should be given such as lepirudin, argatroban, bivalirudin, danaparoid 
or fondaparinux.  Platelet transfusion and warfarin are contraindicated. 
Patients with HIT, particularly with thrombosis have increased thrombin 
generation that can lead to consumption of protein C and thus warfarin 
alone can cause skin necrosis.  If warfarin was administered, give vitamin 
K to restore the INR to normal.
26 
Mcqs in Hematology"
"Which of the following have decreased osmotic fragility?
a. HS
b. Hereditary elliptocytosis
c. Hereditary xerocytosis
d. Hereditary stomatocytosis/hydrocytosis","Ans. c. Hereditary xerocytosis 
Ref: Williams 8/e p594–596
Osmotic fragility has been typically increased in HS and hereditary 
elliptocytosis. There are 2 types of hereditary stomatocytosis: hereditary 
xerocytosis (complex permeability defect d/t increased membrane 
lipids) and hereditary stomatocytosis – hydrocytosis (d/t deficiency of 
band 7.2b or stomatin). Both have autosomal dominant inheritance. OF 
is decreased in xerocytosis and increased in hydrocytosis. Xerocytosis 
may result in recurrent fetal loss, hydrops fetalis, neonatal hepatitis and 
familial pseudohyperkalemia."
"Typical dominant HS is most commonly caused by deficiency of:
a. Ankyrin 
b. Band 3
c. Spectrin 
d. Protein 4.2","Ans. a. Ankyrin 
Ref: William’s 8/e p580–583
The most common cause of typical dominant HS (2/3rd of cases) is ankyrin 
defect. Band 3 defect and isolated spectrin deficiency is next common.
The degree of spectrin deficiency correlates with spheroidicity, ability of 
red cells to withstand shear stress, degree of hemolysis and response to 
splenectomy.
Protein 4.2 deficiency is inherited as autosomal recessive trait. Severe HS 
almost always have recessive inheritance and most have severe spectrin 
deficiency (< 40%) may be d/t defect in b-spectrin."
"In how many percentage of HS patients, spherocytes are seen in PS:
a. 40% 
b. 60%
c. 80% 
d. 100%","Ans. b. 60%   
Ref: William’s 8/e p583"
"Increased osmotic fragility is seen in all, except:
a. IDA 
b. HS
c. HE 
d. AIHA","Ans. a. IDA
Increased OFT
Decreased OFT
HS
IDA
Hereditary stomatocytosis
SAO  (Southeast Asian Ovalocytosi)
HE
Thalassemia
AIHA – tail of fragile cells 
proportional to spherocytes
Hereditary xerocytosis"
"Which of the following is true about hereditary elliptocytosis/
pyrropoikilocytosis?
a. Autosomal dominant inheritance
b. Caused by defect in spectrin heterodimer self association site
c. Can be caused by defect in protein 4.1
d. Degree of hemolysis correlates with the number of elliptocytes","Ans. d. Degree of hemolysis correlates with the number of elliptocytes
 
Ref: William’s 8/e p598
The degree of hemolysis does not correlate with the number of elliptocytes 
in peripheral blood smear. Since there are several common feature HE 
and pyrropoikilocytosis are considered together, e.g. PS findings, thermal 
instability of erythrocytes.  Elliptocytes appear in blood after 4–6 months 
of age.  
31
Red cell Membrane Disorders"
"A condition with an X-linked mode of inheritance, often associated 
with CGD, hemolytic anemia, characteristic red cell acanthocytosis:
a. GB syndrome
3
Red Cell Membrane 
Disorders
28 
Mcqs in Hematology
b. Rh null phemotype
c. McLeod phenotype
d. Gerbich negative phenotype","Ans. c. McLeod phenotype 
Ref: William’s 8/e p594
It is an X-linked anomaly of Kell blood group system characterized by 
mild compensated hemolytic anemia with variable acanthocytosis, 
late onset myopathy or chorea. It may be associated with CGD, retinitis 
pigmentosa and Duchenne muscular dystrophy. McLeod phenotype 
have no Kx antigen and there is marked deficiency of 93 kDa protein that 
carries Kell antigen.  In contrast K null (Ko) red cells have normal shape 
and they have twice the amount of Kx antigen but only the Kell antigen 
carrying 93 kDa protein is absent."
"The characteristic red cell indices in hereditary spherocytosis are:
a. Low MCV, high MCHC, increased RDV
b. Low MCV, increased MCHC, decreased  RDV
c. High MCV, increased MCHC, increased RDV
d. High MCV, increased MCHC, decreased RDV","Ans. a. Low MCV, increased MCHC, increased RDW 
 
Ref: William’s 8/e p586"
"Incubation increases the sensitivity of osmotic fragility test by:
a. Overhydration of the cell
b. Dehydration of the cell
c. Increasing the loss of surface area
d. Increasing the MCV","Ans. c. Increasing the loss of surface area 
Ref: William’s 8/e p586
After incubation at 37 °C for 24 hours, HS red cells loose membrane surface 
area more readily because their membranes are leaky and unstable. 
Basically incubation accentuates the defect in HS."
"Membrane rigidity and fragility can be measured by:
a. Osmocytometer
b. Spherocytometer
c. Ektacytometer
d. Viscometer","Ans. c. Ektacytometer 
Ref: William’s 8/e p586"
"Which is stored at 20–24 °C?
a. Packed red blood cells
b. Platelets
c. Fresh frozen plasma
d. Cryoprecipitate","Ans. b. Platelets 
Ref: William’s 8/e p2296, 2303
Both whole blood derived and apheresis platelet concentrates can be 
stored for 5 days at 20–24 °C. Storage container should be of plastic 
material that allows adequate diffusion of oxygen to meet the cells 
metabolic needs and the platelet concentrates must be agitated during 
storage.
Red cells are preserved by either liquid storage at 4 °C or frozen storage 
with various cryoprotective agents at–80 °C.
FFP and cryoprecipitates are stored at–80 °C."
"TA–GVHD differs from GVHD by the presence of:
a. Skin rash
b. Diarrhea
c. Jaundice
d. Pancytopenia","Ans. d. Pancytopenia 
Ref: William’s 8/e p2296
A rare complication of transfusion is TA–GVHD, which develops after the 
engraftment of allogenic lymphocytes that attack the recipients tissue. It 
begins within 3–30 days after transfusion.  It occurs d/t to transfusions 
from close relatives or other genetically matched donors are administered 
to severely immune–compromised recipients (may occur in immune–
competent hosts also).  It presents as maculopapular rash, fever, watery 
diarrhea, liver dysfunction and marrow failure. There is approximately 
90% mortality rate."
"Which of the following is not true about post-transfusion purpura?
a. Usually develops 1 week after transfusion
b. Most patient’s have anti-HPA-1a antibodies
c. Treatment of choice is IVIg
d. Severe thrombocytopenia is rare","Ans. d. Severe thrombocytopenia is rare 
Ref: Hoffman’s 5/e p2095–2096
PTP is an uncommon (1/7000 transfusions), acquired thrombocytopenia 
that develops approximately 1 week after blood transfusion.
• The typical patient is a multiparous, middle-aged or elderly female who 
present with acute onset of bleeding due to severe thrombocytopenia
• Mean days of onset of symptom after transfusion is 6–8 days (range 
1–14 days)
• Usually after a blood product containing platelet material
• Subclinical cases have been reported, but the incidence of asympto-
matic, milder forms is unknown.
• Sera from > 90% of patients contain antibodies to HPA–1a
• Suspicion of diagnosis is increased if the patient’s plasma lyses platelets 
from random normal donors because there are few other conditions 
(e. g. quinidine and heparin–associated purpura)
• Bleeding symptoms usually lasts for a mean of 10 days and fatality 
rates approach 10%
• Treatment of choice is IVIg with > 90% response rates.
39
Blood Banking and Transfusion"
"Use of filter can prevent all of the following, except:
a. CMV infection
b. HCV transmission
c. Febrile non–hemolytic transfusion reaction
d. Reduce the risk of alloimmunization","Ans. b. HCV transmission 
Ref: Hoffman 5/e p2213
There are 3 methods leukoreduction
• Prestorage filtration–(Preferred method)
• Prerelease (from blood bank) filtration
• Bedside filtration
Leukodepleted red blood cells will lower the risk of febrile non-hemolytic 
transfusion reaction, lower the risk of cell associated viral infection (e.g. 
CMV) and reduces the risk of alloimmunization."
"Cryoprecipitate contains all of the following, except:
a. VWF
b. Factor VIII
c. Fibrinogen
d. Factor IX","Ans. d. Factor IX 
Ref: Hoffman 5/e p2233
Cryoprecipitate contain factor VIII, fibrinogen, fibronectin, VWF and 
factor XIII"
"All of the following should be irradiated, except:
a. FFP 
b. Granulocytes
c. RBCs 
d. Platelets
4
Blood Banking 
and Transfusion
35
Blood Banking and Transfusion","Ans. a. FFP 
Ref: BJH guidelines 2010, vol 152 Issue 1, 35–51
Components to be irradiated
Components not to be irradiated
All red blood cells
Stem cells (Absolutely not)
Platelets
FFP
Granulocytes
Cryoprecipitate
Fractioned plasma"
"Which statement is not true about DCT?
a. Detects agglutination of antibody coated red cells
b. It may detect complements attached to red cell surface
c. It is used for cross matching 
d. It is positive in hemolytic disease of newborn because of Rh 
incompatibility","Ans. c. It is used for crossmatching 
 
Ref: Dacie & Lewis 10th ed p 241, 247–248, 501–502, 537–538
• DCT or DAT (Direct antiglobulin test) is the test which detects the 
presence of antibody coated red cells.  In this the patient’s RBCs are 
taken and mixed with Coomb’s polyspecific (Anti–IgG, Anti–IgM, 
anti–C3c and anti–C3d) sera. ICT or IAT is the test which detects the 
presence of soluble (auto or allo) in the plasma.  In this the patient’s 
plasma is taken and mixed with Coomb’s sera (polyspecific or 
monospecific) with washed normal red cells.
• Majority of red cells antibodies are non-compliment- binding IgG so 
anti-IgG is major component of polyspecific sera.
• Anti-IgA is not required because IgG of same specificity always occur 
simultaneously.
• Anti-IgM is also not required because clinically significant IgM 
alloantibodies which do not agglutinate in saline are much more easily 
detected by complement.
• EDTA prevents complement activation, so if plasma is used only anti-
IgG is necessary.
• Labs using other than NISS (normal ionic strength saline) such as LISS, 
PEG or Polybrene may use only anti-IgG.
• But ant-C3 is certainly required for DAT for diagnosis of AIHA.
40 
Mcqs in Hematology
• Monospecific reagents are prepared against the heavy chain of IgG, 
IgM, IgA, C5 and C"
"A patient with sickle cell anemia should avoid the following:
a. Swimming
b. Dehydration
c. Pneumococoal immunization
d. Early antibiotics for respiratory infection","Ans. b. Dehydration 
Ref: William’s 7/e p673–674
Factors that influence the severity of sickle cell disease
Intravascular
• Concentration of HbS in RBCs–(No symptoms if HbS < 50%)
• Coexistent a– thalassemia
• Presence of HbC and HbD
• Polymorphism in eNOS (e.g. T786C polymorphism)
• High 2, 3–BPG level.
Extravascular
• Deoxygenation (e.g. high altitude, asthma)
• Vascular stasis
• Low temperature
• Acidosis
• Dehydration (due to increased MCHC and vascular stasis)
• Infection"
"Which of the following may constitute high-risk during surgery?
a. β-Thalasemia minor
b. Hb S homozygous
c. Hb D Punjab
d. Hb E trait","Ans. b. Hb S homozygous 
Ref: William’s 8/e p728–730
Hb D Punjab and Hb D Los Angeles are having same biochemical 
structure (Glutamic acid is replaced by Lysine at 121 position in β chain). 
Heterozygous state is essentially asymptomatic. Homozygous Hb D is 
very rare. Sickle cell disease is relatively less associated with by Hb S/D 
Punjab/Los Angeles .
Mutation in β chain by virtue of which glutamic acid is replaced by lysine 
at 26th position in β chain causes Hb E. In Hb E carrier state, 30–45% of the 
Hb is Hb E, and such carriers are asymptomatic but shows microcytosis. 
Homozygons E disease is associated with marked microcytosis and 
hypochromia, but the anemia is usually mild. Clinically resembles 
β-thalassemia minor. Hb E with Hb D heterozygous state is variable in 
severity."
